smile,classe
C(CC=1C=C(C=CC1)OS(O)(=O)=O)C(O)=O,CHEBI_25212
SC[C@H](N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCN=C(N)N)C(O)=O,CHEBI_16670
CC(=O)CC([O-])=O,CHEBI_77746
[C@@]12([C@]3([C@](CC[C@@]1(C[C@@](CC2)(C)C=C)[H])(C(CCC3)=C)C)[H])C,CHEBI_76924
CC1OC=C(OC(C)=O)C(CC(=O)OCCc2ccc(O)c(O)c2)C1C=O,CHEBI_25212
CC1=C2Cc3cc(ccc3O)C(=O)O[C@@H](CC[C@](C)(O)[C@H](Br)CC[C@]2(C)[C@@H](Br)CC1)C(C)(C)Br,CHEBI_25212
Oc1cc(O)c2c(c1)oc(-c1cc(O)c(O)c(O)c1)c(O)c2=O,CHEBI_35610
O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(O)(O)=O)[C@H](O)[C@@H]1O,CHEBI_77746
CC(C)(O)C(=O)Cc1cc2ccc(=O)oc2cc1O,CHEBI_25212
N[C@H](CO)Cc1c[nH]cn1,CHEBI_77746
SC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@H](CC)C)C(O)=O,CHEBI_16670
[H][C@@]12CC[C@@]3(C)C4=CC[C@@]5(C)CCC(C)(C)C[C@@]5([H])[C@]4(C)CC[C@]3([H])[C@@]1(C)CCC(=O)C2(C)C,CHEBI_25212
OC(=O)CCc1c2Cc3[nH]c(Cc4[nH]c(Cc5[nH]c(Cc([nH]2)c1CC(O)=O)c(CCC(O)=O)c5CC(O)=O)c(CCC(O)=O)c4CC(O)=O)c(CCC(O)=O)c3CC(O)=O,CHEBI_77746
Cc1c(O)cc(O)c2C(=O)OC(=C)[C@](C)(O)c12,CHEBI_25212
O1C=2C=C3C(=CC2OC)CCN([C@H]3CC4=CC=C(OC=5C=C(C[C@@]6(N(CCC=7C6=C1C(O)=C(OC)C7)C)[H])C=CC5OC)C=C4)C,CHEBI_76924
[H][C@@]12[C@@H](CCC(=C)[C@]1(O)CC[C@]1(C)[C@H](CC(C)C)c3c(O)c(C=O)c(O)c(C=O)c3O[C@@H]21)C(C)=C,CHEBI_35610
[Cl-].COc1cc(ccc1O)-c1[o+]c2cc(O)cc(O)c2cc1O,CHEBI_35610
CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]34C)[C@@H]2[C@@H]1O)C(O)=O,CHEBI_76924
[H][C@@](COC([*])=O)(COP([O-])(=O)OCC[N+](C)(C)C)OC([*])=O,CHEBI_25212
N[C@@H](CSS(O)(=O)=O)C(O)=O,CHEBI_76924
C1=C(C=C(C2=C1OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)OC)O)O,CHEBI_76924
OC[C@@H]1O[C@@H](Oc2c(oc3cc(O)cc(C(=O)c4cc(O)c(O)c(O)c4)c3c2=O)-c2ccc(O)c(O)c2)[C@H](O)[C@H]1O,CHEBI_25212
[H]C(=O)c1ccc2ccccc2c1,CHEBI_75771
CCC(C)C(=O)O[C@H]1[C@H](O)C[C@@H]2[C@@](C)([C@@H]3C[C@H]4CCO[C@H]4O3)[C@H](C)C[C@H](OC(C)=O)[C@@]2(COC(C)=O)[C@@]11CO1,CHEBI_76924
CC[C@H](C)C1=C(O)[N+]2([O-])Oc3ccc(cc3O[C@]2([C@@H](C)CC)C(=O)N1OC)-c1c(O)c(O)c(-c2ccc(O)cc2)c(OC(C)=O)c1OC(C)=O,CHEBI_25212
CCCCCCCC\C=C\CC,CHEBI_77746
CC[C@H](C)C(=O)O[C@@H](C[C@@]1(C)[C@H](C)C[C@H](OC(C)=O)[C@]2(COC(C)=O)[C@@H]1[C@@H](CC[C@]2(O)CCl)OC(C)=O)C1=CC(=O)OC1,CHEBI_76924
C[C@H]1C[C@@H](C)\C=C(C)\C[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc2c(Br)[nH]c3cc(Br)ccc23)C(=O)N[C@H](CC(=O)O1)c1ccc(O)cc1,CHEBI_35610
O=C(N[C@@H](CCC(=O)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)CC(=O)N,CHEBI_16670
Oc1cc(O)c2cc(O)c([o+]c2c1)-c1ccc(O)c(O)c1,CHEBI_25212
O\C(C([O-])=O)=C(Cl)/C=C\C(=O)C(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,CHEBI_75771
[H][C@]12C[C@]3([H])O[C@@]1(C)C[C@@]1(C2)C=CC(=O)[C@@](C)(CCC(=O)Nc2c(O)ccc(C(N)=O)c2O)[C@]31[H],CHEBI_25212
O=C(N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(O)=O)[C@@H](N)CC(C)C,CHEBI_16670
S(SC(N(CC)CC)=S)C(N(CC)CC)=S,CHEBI_35610
C[SeH],CHEBI_35610
OC[C@H](NC(=O)[C@@H](N)CCC(=O)N)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,CHEBI_16670
[H][C@@]12CC(=C)C3=CC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)C(=O)CC[C@@]21[H],CHEBI_35610
CC(=O)N[C@H]1C(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O,CHEBI_77746
O=C(NCC(=O)N[C@@H](CCCCN)C(O)=O)[C@H]1NCCC1,CHEBI_25676
OC[C@H]1O[C@@H](Oc2cc3oc(cc(=O)c3c(O)c2[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)-c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CHEBI_25212
O=C(N[C@@H]([C@H](CC)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCCN=C(N)N)CCC(=O)N,CHEBI_16670
[H][C@@]1(CC[C@]2([H])[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)(C)O,CHEBI_75771
OC1=C2C=CCOC2\C(=C/C=C)C1=O,CHEBI_35610
C1OCCN(C1)C2CCN(CC2)C3=CC4=C(C=C3CC)C(C5=C(C4(C)C)NC=6C5=CC=C(C6)C#N)=O,CHEBI_35610
OC[C@H](COP(O)(O)=O)OC([*])=O,CHEBI_75771
CCCCCCCCCC[C@@H](O)[C@H]1CC[C@H](O1)[C@H]1CC[C@@H](O1)[C@H](O)CCCCCCCCCC[C@@H](O)CC1=C[C@H](C)OC1=O,CHEBI_76924
O=C(N[C@@H](CC(C)C)C(O)=O)[C@H]1N(CCC1)C(=O)[C@@H](N)CC=2NC=NC2,CHEBI_25676
OC1CNC(C1)C(O)=O,CHEBI_77746
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCCN(C)C,CHEBI_25212
COc1cc(O)c2c(oc(cc2=O)-c2ccc(O)cc2)c1C,CHEBI_76924
[H][C@]1(CC[C@]2(C)[C@@H](O)CCC(=C)[C@@]12[H])[C@@H](O)C(C)C,CHEBI_25212
O=C(N[C@@H](C(C)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC=1C=2C(NC1)=CC=CC2)C(C)C,CHEBI_16670
O[C@@H]([C@H](N)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(=O)N)C(O)=O)C,CHEBI_16670
CC1(C)CC[C@@]2(CC[C@]3(C)C(C=C[C@@H]4[C@@]5(C)CC[C@@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]34C)=C2C1)C(O)=O,CHEBI_76924
Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,CHEBI_75771
C(C(NCCS(O)(=O)=O)=O)CCCCCC/C=C\CCCCCCCC,CHEBI_35610
NCCc1c[nH]cn1,CHEBI_75771
C[N+](C)(C)CCCC(O)=O,CHEBI_77746
COc1cc(OC)c2O[C@@](C)(CC[C@@]3(C)CCC=C(C)[C@H]3C)C=Cc2c1O,CHEBI_25212
[H][C@@]12OC(=O)[C@@]3([H])[C@]1(C)OC[C@]31C(=O)C[C@@]3([H])C(C)=C[C@H](O)[C@@H](O)[C@]3(C)[C@@]1([H])[C@H]2O,CHEBI_35610
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@](C)(CO)[C@@H]1CC3,CHEBI_77746
OC(CC/C=C\C/C=C\C/C=C\C/C=C\C=C\[C@H](C/C=C\CC)OO)=O,CHEBI_75771
COc1cc(O)cc(\C=C\c2cccc(OC)c2OC)c1,CHEBI_25212
C(CCC([O-])=O)CCCCCC/C=C\C/C=C\C/C=C\CC,CHEBI_77746
CNCCc1c[nH]c2ccc(O)cc12,CHEBI_77746
C[N+](C)(C)CCO,CHEBI_75771
CCCCCCCCCCCCCCC(O)C(=O)N[C@@H](CO)[C@H](O)\C=C\CCCCCCCCCCCCC,CHEBI_75771
O=C(N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC=2C=3C(NC2)=CC=CC3)CC(C)C,CHEBI_25676
CC(C)c1ccc2n(Cc3ccc(Cl)cc3)c(CC(C)(C)C(O)=O)c(SC(C)(C)C)c2c1,CHEBI_35610
[H]C(=O)N[C@@H](CC(O)=O)C(O)=O,CHEBI_75771
[H]C(=O)Cc1ccc(O)c(O)c1,CHEBI_75771
COc1c(O)ccc2c1oc(-c1ccc(O)c(O)c1)c(OC)c2=O,CHEBI_35610
CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@H](CC[C@@]32C)[C@@](C)(O)C\C=C\C(C)(C)OO)C1(C)C,CHEBI_35610
COc1cc(O)c(C[C@@H](CC=C(C)C)C(C)=C)c2O[C@@H](CC(=O)c12)c1ccc(O)cc1O,CHEBI_35610
NCCCC[C@H](NC(=O)CN)C(O)=O,CHEBI_25212
OCc1cc2C(=O)c3ccccc3C(=O)c2cc1O,CHEBI_35610
N[C@@H](CC[Se]C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)C(O)=O,CHEBI_25212
O=C(N[C@@H](CCCN=C(N)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)N)CCCN=C(N)N,CHEBI_25676
C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3,CHEBI_35610
CC1(C)C2CCC1(C)OC(=O)C2,CHEBI_76924
C=12[C@]3(C)[C@@]([H])(CCC1C=C(C(=C2)O)C(C)C)C(C[C@@H](C3)O)(C)C,CHEBI_76924
CCCc1oc(CCC([O-])=O)c(C(O)=O)c1C,CHEBI_77746
CC1=CC(=O)c2c(O)cccc2C1=O,CHEBI_35610
Cc1ncc(COP(O)(O)=O)c(CN)c1O,CHEBI_75771
O=C([C@H]1CO[C@@H](C1)c1ccc2OCOc2c1)c1ccc2OCOc2c1,CHEBI_25212
O=C(NCC(O)=O)[C@@H](NC(=O)CN)CCCCN,CHEBI_25676
O=C(N[C@@H](CC(O)=O)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCCN=C(N)N)C(C)C,CHEBI_16670
O=C(N[C@@H](CO)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC1=CC=C(O)C=C1)CCC(=O)N,CHEBI_16670
[H][C@]12CCN(C(=O)[C@@H](NC(=O)C(C)N(C)C=O)C(C)C)[C@]1([H])C(=O)N[C@@H](Cc1ccccc1)C(=O)N\C=C/c1ccc(O2)cc1,CHEBI_25212
C[N+](C)(C)C[C@@H](O)CC(O)=O,CHEBI_75771
O=C(N[C@@H](CC(C)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)N)CO,CHEBI_25676
O=C(N[C@@H](CC=1NC=NC1)C(=O)N[C@@H](CCCCN)C(O)=O)[C@@H](N)[C@H](CC)C,CHEBI_25676
C(C(OC(*)=O)COC(=O)*)OC(=O)*,CHEBI_77746
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,CHEBI_75771
O=C(N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(O)=O)[C@H]1NCCC1,CHEBI_25676
OC(=O)c1ccc2C(=O)C3=C(NCCS3(=O)=O)C(=O)c2n1,CHEBI_25212
CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCCCC,CHEBI_75771
C[C@@H]1O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)-c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,CHEBI_76924
SC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CC=1NC=NC1)CCC(O)=O)C(O)=O,CHEBI_16670
O=C(N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC=1C=2C(NC1)=CC=CC2)C(O)=O)[C@H]3NCCC3,CHEBI_25676
C1[C@@]2([C@]3(C[C@@H]([C@]4([C@]([C@@]3(CC[C@@]2(CC(C1)=O)[H])[H])(CC[C@@]4([C@@H](CCC(O)=O)C)[H])[H])C)O)[H])C,CHEBI_77746
[H][C@@]12Cc3ccc(OC)c(OC)c3CN1CCc1cc3OCOc3cc21,CHEBI_76924
O=C(N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC(O)=O)C(C)C,CHEBI_25676
CCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,CHEBI_75771
SC[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CCC(O)=O)C(O)=O,CHEBI_25676
O=C(N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CCCCN)C(O)=O)[C@@H](N)CC(C)C,CHEBI_16670
O=C(N[C@@H](CC=1NC=NC1)C(=O)N[C@@H](CC(=O)N)C(O)=O)[C@@H](N)C(C)C,CHEBI_25676
[O-]C(=O)CNC(=O)c1ccccc1,CHEBI_77746
O=C(N[C@@H](C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)CCCCN,CHEBI_25676
COc1c(O)c(C(C)=O)c(COC(=O)C(\C)=C/C)c2[C@@H](C)CC=Cc12,CHEBI_25212
CCCCCCCC(O)CC(=O)OC(CCC([O-])=O)[N+](C)(C)C,CHEBI_25212
O=C(N[C@@H](C(C)C)C(O)=O)[C@@H](NC(=O)CN)CCCN=C(N)N,CHEBI_25676
S(CC[C@H](N)C(=O)N[C@H](C(=O)N[C@@H](CO)C(O)=O)C)C,CHEBI_25676
O=C(O)C(NC(CC1=CNC2=CC=CC=C12)=O)C(C)C,CHEBI_76924
CCCCCC(=O)\C=C\C=C\CCCCCCCC(O)=O,CHEBI_25212
CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO)N(C)C,CHEBI_25212
CC[C@H](C)[C@H](N)C(=O)N[C@@H]([C@@H](C)CC)C(O)=O,CHEBI_77746
CCCCCCCC\C(=C/CCCCCCCC(O)=O)[N+]([O-])=O,CHEBI_77746
O=C(N[C@@H](CO)C(=O)N[C@@H](C)C(O)=O)[C@@H](N)CCCCN,CHEBI_25676
[H][C@]12C[C@]3([H])C(=C)C(=O)O[C@@]3([H])[C@H](O)\C(C)=C\CC\C(C)=C\CC[C@@]1(CO)O2,CHEBI_35610
SC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCCCN)CC=1C=2C(NC1)=CC=CC2)C(O)=O,CHEBI_25676
CCCCCCCCCCCCCCCCCCCC(O)CCCCCCCCC,CHEBI_76924
S(CC[C@H](NC(=O)CN)C(=O)N[C@@H](C(C)C)C(O)=O)C,CHEBI_16670
O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])([O-])=O)[n+]1cccc(c1)C([O-])=O,CHEBI_77746
C[N+](C)(C)CCOP([O-])([O-])=O,CHEBI_77746
CCCCCCCCCC(=O)S[*],CHEBI_77746
O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)n1ccc(=O)[nH]c1=O,CHEBI_75771
Cc1c(O)cc(O)c2c1c(C)c(CO)oc2=O,CHEBI_25212
COC(=O)Cc1c(O)cc(O)cc1OC(=O)c1cc(OC)c(O)c(OC)c1,CHEBI_25212
OC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](N)CO)CC=1C=2C(NC1)=CC=CC2,CHEBI_16670
[NH3+]C(CCS)C([O-])=O,CHEBI_77746
O=C(N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)[C@@H](NC(=O)[C@@H](N)C(C)C)CCCCN,CHEBI_25676
OC(=O)C1=C(\C=N\NC2=NC(=CS2)C2=CC=CC=C2Cl)C=CC=C1,CHEBI_35610
O=C(N[C@@H]([C@H](CC)C)C(=O)N[C@@H](CO)C(O)=O)[C@@H](N)[C@H](CC)C,CHEBI_16670
C(\CCCC(O)=O)=C\C/C=C\C/C=C\C/C=C\C=C\[C@@H](CC)O,CHEBI_75771
Oc1ccc(CC(=C)C(=C)Cc2ccc(O)cc2)cc1,CHEBI_25212
CC[C@@H](C)C(=O)C(=O)N[C@H]1Cc2ccc(O)c(c2)-c2cccc3c2NC(=O)[C@@]3(O)[C@@H](O)[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N\C=C/C,CHEBI_35610
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,CHEBI_16670
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CHEBI_35610
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CC,CHEBI_75771
COc1cc(ccc1O)C([O-])=O,CHEBI_76924
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@H](C)C[C@@H](C)C(=O)\C=C\[C@H]1C,CHEBI_25212
CC(C)CNC(=O)\C=C\C=C\CC\C=C\CCc1ccc2OCOc2c1,CHEBI_25212
O=C(N[C@@H](CC(C)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCCN=C(N)N)C,CHEBI_25676
OC(=O)C(F)(F)F.[H][C@]12C[C@@H](O)C=C[C@]11CCNCc3ccc(OC)c(O2)c13,CHEBI_25212
O=C(N[C@@H](C(C)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)C)CC1=CC=C(O)C=C1,CHEBI_16670
O[C@H](COP(O)(O)=O)C(=O)OP(O)(O)=O,CHEBI_75771
O=C(N[C@@H](CC(=O)N)C(=O)N[C@@H](C)C(O)=O)[C@H]1NCCC1,CHEBI_25676
O[C@@H]([C@H](NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](CO)C(O)=O)C,CHEBI_16670
CCCCCCCC\C=C/C\C=C/CCCCC(=O)OC[C@H](COP(O)(=O)OCCN)OC(=O)CCCC\C=C/C\C=C/CCCCCCCC,CHEBI_75771
[H][C@@]12CC[C@]3(C)Oc4c(C[C@]3([H])[C@@]1(C)CC[C@H](OC(C)=O)C2(C)C)c(O)cc1C(=O)OCc41,CHEBI_25212
O=C(N[C@@H](C)C(O)=O)[C@@H](NC(=O)CN)C(C)C,CHEBI_25676
[Se--],CHEBI_77746
O=C(N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC(=O)N)C(O)=O)[C@@H](N)CCCCN,CHEBI_16670
SC[C@H](NC(=O)CN)C(=O)N[C@@H](CS)C(O)=O,CHEBI_25676
O[C@@H]([C@H](N)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CO)C(O)=O)C,CHEBI_25676
O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)n1c(cc(=O)[nH]c1=O)C(O)=O,CHEBI_75771
C[C@H](O)CC(=O)COC(=O)c1c(C)cc(O)cc1O,CHEBI_35610
COc1cc2OCOc2c2CN(C)c3c(ccc4cc5OCOc5cc34)-c12,CHEBI_25212
CC(C)=CC/C=C(\C)/CCO,CHEBI_76924
c1ccc2c(c1)ccc1ccccc21,CHEBI_75771
S(CC[C@H](N)C(=O)NCC(=O)N[C@@H](CC=1C=2C(NC1)=CC=CC2)C(O)=O)C,CHEBI_25676
OC(=O)CCc1c2Cc3[nH]c(Cc4[nH]c(Cc5[nH]c(Cc([nH]2)c1CC(O)=O)c(CCC(O)=O)c5CC(O)=O)c(CCC(O)=O)c4CC(O)=O)c(CC(O)=O)c3CCC(O)=O,CHEBI_75771
O=C(NCC(=O)N[C@@H](CC=1C=2C(NC1)=CC=CC2)C(O)=O)[C@@H](N)CC=3C=4C(NC3)=CC=CC4,CHEBI_16670
C(CC(CC(CCC(O)=O)=O)=O)(O)=O,CHEBI_77746
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,CHEBI_35610
[H][C@]1(O[C@]2(C)C[C@@H](O)CC(C)(C)C2=C1)C(\C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(/C)C=C=C1C(C)(C)C[C@@H](C[C@@]1(C)O)OC(C)=O,CHEBI_25212
CN(C)CC(O)=O,CHEBI_75771
O=C(N[C@@H](CCCN=C(N)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)CC(C)C,CHEBI_25676
C\C=C(\C=O)C(CC=O)CC(=O)OCCc1ccc(O)c(O)c1,CHEBI_76924
OC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](N)CCCCN)[C@H](CC)C,CHEBI_25676
SC[C@H](NC(=O)[C@H]1NCCC1)C(=O)N[C@@H](CCCN=C(N)N)C(O)=O,CHEBI_25676
[H][C@@]1(CO[C@H](O)[C@]1([H])Cc1ccc2OCOc2c1)Cc1ccc2OCOc2c1,CHEBI_76924
O=C(N[C@@H](CC(=O)N)C(O)=O)[C@H]1N(CCC1)C(=O)CN,CHEBI_25676
COc1cc2oc(-c3ccc(O)c(O)c3)c(OC)c(=O)c2c(O)c1OC,CHEBI_35610
CC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)OC1OP(O)(O)=O,CHEBI_77746
O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC2=CC=C(C=C2)C)C(O)=O,CHEBI_75771
CC(C)=CCc1cc2C(=O)C[C@H](Oc2c(CC=C(C)C)c1O)c1ccc2OC(C)(C)C=Cc2c1,CHEBI_25212
O[C@@H]1[C@@H](COC(=O)\C=C\c2ccc(O)cc2)O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)-c2ccc(O)cc2)[C@H](O)[C@H]1O,CHEBI_76924
CC(C)=CCC\C(C)=C\C=O,CHEBI_76924
Cc1cn([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)c(=O)[nH]c1=O,CHEBI_75771
O=C(N[C@H](C(=O)N[C@@H](CC=1C=2C(NC1)=CC=CC2)C(O)=O)CO)[C@@H](N)CC(C)C,CHEBI_25676
O=C(N[C@@H](CC1=CC=CC=C1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC2=CC=C(O)C=C2)C,CHEBI_25676
O=C(N[C@@H](CCC(=O)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)C(C)C)CC=1C=2C(NC1)=CC=CC2,CHEBI_25676
OC([O-])=O,CHEBI_77746
OC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](N)CC1=CC=C(O)C=C1)CCCN=C(N)N,CHEBI_25676
O=C(N[C@@H]([C@H](O)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)N)CCC(=O)N,CHEBI_16670
O=C(N[C@@H](CC(C)C)C(O)=O)[C@@H](NC(=O)CN)CCCN=C(N)N,CHEBI_25676
Cc1cc(O)cc(C)c1C[C@@H]1CC(=O)OC1(C)C,CHEBI_25212
SC[C@H](N)C(=O)N[C@@H](CC=1C=2C(NC1)=CC=CC2)C(=O)N[C@@H](CCCN=C(N)N)C(O)=O,CHEBI_16670
CC(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12,CHEBI_77746
C(CCCCCCC/C=C\CCCCCCCC)(=O)O[C@@H](COP(=O)(OCC[N+](C)(C)C)[O-])CO/C=C\CCCCCCCCCCCCCC,CHEBI_25212
O[C@@H]([C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)CC1=CC=CC=C1)C(O)=O)C,CHEBI_16670
CCCC[C@H]1N2C(OC1=O)c1cc(C)cc(O)c1C1=C2C(=O)c2c(O[C@H]3C[C@@H](O)[C@@H](O)[C@H](C)O3)cccc2C1=O,CHEBI_25212
c1ccc-2c(c1)-c1nccc3ccnc-2c13,CHEBI_25212
CCCCCCCCCCCCCCC\C=C/CCCCC(N)=O,CHEBI_25212
[H][C@]12C[C@@H](NC)[C@@H](OC)[C@](C)(O1)n1c3ccc(O)c(O)c3c3c4C(=O)NC(=O)c4c4c5cc(O)ccc5n2c4c13,CHEBI_35610
[H][C@]12CC[C@]3(O)C=CC[C@H](C)[C@@]3(C)[C@@]1([H])[C@H](C)[C@@H](O)O2,CHEBI_35610
O=C(N[C@@H](CC(=O)N)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)[C@@H](N)CC(C)C,CHEBI_25676
O=C(CCCC(O)=O)/C=C/C=C\CCCCCCCCC,CHEBI_77746
[C@]1([C@@H](CCCC(C)C)C)([C@]2(CC[C@@]3([C@]4(CC[C@@H](C[C@]4(CC[C@]3([C@@]2(CC1)[H])[H])[H])O)C)[H])C)[H],CHEBI_76924
[H][C@]1(CC(N)=O)NC(=O)[C@]([H])(NC1=O)C(C)CC,CHEBI_35610
S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)C)CC1=CC=CC=C1)C(O)=O)C,CHEBI_25676
OC(CCC(=O)N)C(O)=O,CHEBI_77746
O=C(N[C@@H](CO)C(=O)NCC(O)=O)[C@@H](N)CC(C)C,CHEBI_25676
O=C(N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC2=CC=CC=C2)C,CHEBI_16670
[H][C@@]12CC[C@]3(O)C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@@]3(C)CCC[C@@]21OC3=O,CHEBI_75771
C(CCC)C/C=C\C/C=C\C[C@H]1[C@@H](C/C=C\CCCC(O)=O)O1,CHEBI_75771
CCCCCCCCCCCCCCC[C@@H](O)[C@H](CO)NC([*])=O,CHEBI_75771
O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)n1cnc2c1nc[nH]c2=O,CHEBI_77746
CN(C)CCc1ccc(O)cc1,CHEBI_77746
COc1ccc2[nH]cc(CCN)c2c1,CHEBI_75771
[H][C@@]12CC[C@H]3C[C@]1(C(=O)C3=C)[C@@]1(O)OC[C@]22[C@@H](CC[C@](C)(COC(C)=O)[C@@]2([H])[C@@H]1OC(C)=O)OC(C)=O,CHEBI_25212
O[C@@H]1CC(=C[C@@H](O)[C@H]1O)C(O)=O,CHEBI_76924
CCCCCCCCCCCCCCC(O)C(O)=O,CHEBI_77746
CCCCCCCCCCCCCCCCCC(O)CC(=O)OC(CC([O-])=O)C[N+](C)(C)C,CHEBI_25212
