smile,classe
[H][C@@]12Cc3c([nH]c4cccc(c34)[C@@]1([H])C[C@@H](C)CN2C)C(C)(C)C=C,CHEBI_35610
Cc1cc(O)cc(Oc2cc(C)cc(O)c2)c1,CHEBI_25212
O=C(N[C@@H](CC=1NC=NC1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC2=CC=CC=C2)CCC(=O)N,CHEBI_25676
CC\C=C/C[C@H](O)\C=C\[C@H]1OC(O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,CHEBI_75771
OC[C@]1(O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O)OP(O)(O)=O,CHEBI_75771
CC(=O)O[C@H]1C[C@@](C)(O)[C@@H]2C[C@H]3[C@@H](CC(C)=C12)OC(=O)C3=C,CHEBI_76924
[H][C@]12Oc3ccc(C(=O)\C=C\c4ccccc4)c(O)c3[C@@]1([H])[C@H](O)C(C)(C)O2,CHEBI_35610
COc1c(O)cc2oc3cc(O)cc(O)c3c(=O)c2c1C\C=C(/C)CCC=C(C)C,CHEBI_25212
[H][C@@]1(Oc2c(C[C@H]1O)c(O)cc1O[C@@]3(Oc4cc(O)cc(O)c4[C@@]([H])([C@H]3O)c21)c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1,CHEBI_25212
SC[C@H](NC(=O)[C@@H](N)CCC(=O)N)C(=O)N[C@@H](CCC(O)=O)C(O)=O,CHEBI_25676
O=C(N[C@H](C(=O)N[C@@H](CCC(=O)N)C(O)=O)C)[C@@H](N)CC(C)C,CHEBI_25676
C[C@H]1OC(=O)C[C@@H](NC(=O)[C@@H](Cc2c(Cl)[nH]c3ccccc23)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)C\C(C)=C\[C@H]1C)c1ccc(O)cc1,CHEBI_35610
OC[C@H]1O[C@@H](OCC=2C=CC=CC2)[C@@H]([C@H]([C@@H]1O)O)O,CHEBI_76924
O=[As]c1ccccc1,CHEBI_35610
O=C(N[C@@H](CC=1C=2C(NC1)=CC=CC2)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC=3NC=NC3)[C@H](CC)C,CHEBI_16670
O[C@@H]1C[C@H](N(C1)C(=O)[C@@H]1CCCN1)C(O)=O,CHEBI_77746
COC=1C=C(C=C(C1O)OC)C2=CC(C3=C(C=C(C=C3O2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)=O,CHEBI_76924
OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,CHEBI_75771
O=C(N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O)[C@@H](N)C(C)C,CHEBI_25676
[H][C@]1(CC(=O)OC(C)(O)[C@H](C)N1)[C@H](O)[C@H](O)C(=O)N[C@@H](CC(C)C)[C@]1([H])Cc2cccc(O)c2C(=O)O1,CHEBI_35610
[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)O[C@@H]1OC=C[C@@]2([H])[C@H](O)C=C(CO)[C@@]12[H],CHEBI_25212
Cc1cn([C@H]2C[C@H](O)[C@@H](COP([O-])([O-])=O)O2)c(=O)[nH]c1=O,CHEBI_77746
C[C@@]1(CSC(=N1)c1ccccc1O)C(O)=O,CHEBI_35610
Oc1cc2cc([nH]c2cc1O)C([O-])=O,CHEBI_77746
CCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CC=C2C1)[C@H](C)CCCC(C)C,CHEBI_75771
O=C(N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@H](O)C)C(O)=O)[C@@H](N)[C@H](CC)C,CHEBI_16670
O[C@@H]([C@H](NC(=O)CNC(=O)[C@@H](N)CC(C)C)C(O)=O)C,CHEBI_25676
OC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](N)CCC(=O)N)CC=1C=2C(NC1)=CC=CC2,CHEBI_16670
CC(C)[C@@]1(O)CCC2=C[C@@H](C\C(C)=C\CC[C@@](C)(O)\C=C\1)OC2=O,CHEBI_25212
[C@@H](COC(=O)*)(COP(OCC[N+](C)(C)C)(=O)[O-])O,CHEBI_77746
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCCCCCCCCCCCCCC)[C@H](C)CCCC(C)C,CHEBI_77746
CCCCCC(C)=O,CHEBI_75771
O=C(N1[C@@H](CCC1)C(=O)N[C@@H](CCC(O)=O)C(O)=O)[C@H]2NCCC2,CHEBI_25676
CS(O)(=O)=O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,CHEBI_35610
[Na+].[O-][As]=O,CHEBI_35610
Nc1nc2c(nccc2[nH]1)-c1cc(Br)c(Br)[nH]1,CHEBI_35610
[H]C(CO)(CCO)CC[C@@]1(C)[C@H](C)CC[C@@]2(C)C(=CCC[C@]12[H])C(O)=O,CHEBI_25212
COc1cc(C\C=C/Cc2cc(O)c(Br)c(O)c2)c(O)cc1Br,CHEBI_25212
O(CCCN1CCCCC1)C=2C=C3N=CN=C(N4CCN(CC4)C(=O)NC5=CC=C(OC(C)C)C=C5)C3=CC2OC,CHEBI_35610
CC(C)Cc1nc2ccccc2c2cc[nH]c12,CHEBI_25212
O=C(N[C@@H](CCCN=C(N)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)N)CC1=CC=CC=C1,CHEBI_16670
C(\CC)=C\C/C=C\C[C@@H](/C=C/C=C\C/C=C\CCCC(=O)O)O,CHEBI_75771
C(CN)OP(=O)(O)OC[C@H](OC(CCCCCCCCCCCCCCC)=O)COC(=O)CCCCCCCCCCCCCCCCCCC,CHEBI_75771
C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3([C@@H](C[C@@]2(C[C@H](C1)O)[H])O)[H])(CC[C@@]4([C@@H](CCC(O)=O)C)[H])[H])C)[H])C,CHEBI_77746
[NH3+]CCc1c[nH]c2ccccc12,CHEBI_76924
Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,CHEBI_77746
O=C(N[C@@H](CC(=O)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC1=CC=C(O)C=C1)CC2=CC=CC=C2,CHEBI_16670
CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC,CHEBI_75771
COc1cc2oc(cc(=O)c2c(O)c1C)-c1ccc(OC)c(c1)-c1c(O)cc(O)c2c1oc(cc2=O)-c1ccc(O)cc1,CHEBI_35610
O=C(N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC=2C=3C(NC2)=CC=CC3)C(O)=O)[C@@H](N)CC(C)C,CHEBI_25676
N[C@@H](CCC(=O)NCCC#N)C(O)=O,CHEBI_75771
SC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CC1=CC=C(O)C=C1)CCCCN)C(O)=O,CHEBI_25676
Nc1ccccc1C(=O)CC(=O)C([O-])=O,CHEBI_77746
SC[C@H](NC(=O)[C@@H](N)CC(C)C)C(=O)N[C@@H](C(C)C)C(O)=O,CHEBI_16670
[H]C(=C([H])c1c[nH]cn1)C(O)=O,CHEBI_77746
COc1cc(ccc1O)-c1cc(=O)c2ccc(O)cc2o1,CHEBI_76924
OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,CHEBI_75771
S(CC[C@H](NC(=O)CN)C(=O)N[C@@H](CCCCN)C(O)=O)C,CHEBI_25676
SC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)C(C)C)C)C(O)=O,CHEBI_16670
S(CC[C@H](N)C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](CC2=CC=CC=C2)C(O)=O)C,CHEBI_25676
O=C[C@@]12[C@]([C@]3([C@@]([C@@]4([C@@](CC3)([C@@]5(C[C@@](CC[C@@]5(CC4)C)(C(O)=O)C)[H])C)C)(CC1)[H])C)(CC(=O)C(O)=C2C)[H],CHEBI_76924
O=C(N[C@@H](CC=1NC=NC1)C(O)=O)[C@H]2N(CCC2)C(=O)CN,CHEBI_25676
O=C(N[C@@H](C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC(O)=O)CCCN=C(N)N,CHEBI_16670
Cc1cc(n[nH]1)C(O)=O,CHEBI_25212
[H][C@@]1(COC(C)(C)O1)[C@@H](\C=C\c1ccc(O)cc1)c1ccc(O)cc1,CHEBI_25212
COC(=O)c1ccc2[nH]c3ccc4OC(C)(C)C=Cc4c3c2c1,CHEBI_25212
O=C(N[C@@H](CCC(=O)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC(O)=O)CC1=CC=C(O)C=C1,CHEBI_16670
O=C(N[C@@H](CCCCN)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC(O)=O)CC(C)C,CHEBI_25676
[O-][N+](=O)c1cccc2ccccc12,CHEBI_75771
COc1cc2OC(CC(=O)c2c(O)c1Oc1ccc(cc1)-c1cc(=O)c2c(O)c(C)c(O)cc2o1)c1ccc(O)cc1,CHEBI_35610
CCCCCC(N)CC(O)=O,CHEBI_25212
COCCOCCOCCO,CHEBI_77746
O=C(N[C@@H](CCC(O)=O)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC1=CC=C(O)C=C1)C,CHEBI_25676
OC1C(O)c2ccccc2C2OC12,CHEBI_75771
C[C@@](O)([C@H](CC([O-])=O)C([O-])=O)C([O-])=O,CHEBI_77746
O[C@@H]([C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)N)C)C(O)=O)C,CHEBI_16670
[H][C@@]12CC=C3C[C@@H](O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@H]([C@H](O)C[C@@]21[H])C(C)=O,CHEBI_77746
O(C(=O)CCCCCCC/C=C\CCCCCC)C[C@H](COP(OCC[N+](C)(C)C)(=O)[O-])O,CHEBI_75771
[C@@H](COC(=O)*)(COP(OCCN)(=O)O)O,CHEBI_76924
O=C(N[C@@H](C(C)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CO)CC(C)C,CHEBI_25676
CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12,CHEBI_75771
O=C(N[C@@H](CC(C)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)CCC(=O)N,CHEBI_25676
CCCCC\C=C/C[C@]1(OC(C)=O)C=CC(=O)/C1=C/C=C/[C@@H](CCC(=O)OC)OC(C)=O,CHEBI_35610
O=C(NCC(=O)N[C@@H](CCCN=C(N)N)C(O)=O)[C@@H](N)[C@H](CC)C,CHEBI_25676
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,CHEBI_35610
[H][C@]12C[C@]3([H])C(C)(C)O[C@](C\C=C(/C)C(O)=O)(C1=O)[C@@]31Oc3c(C(=O)C1C2OCC)c(O)c1C2C=C(C)CCC2C(C)(C)Oc1c3C(C)(C)C=C,CHEBI_35610
C(CC/C=C\C/C=C\C/C=C\C\C=C/C=C/[C@@H](C/C=C\CC)O)(=O)[O-],CHEBI_75771
Cc1c(O)cc2C(=O)c3cc(O)ccc3C(=O)c2c1O,CHEBI_76924
COc1ccc(cc1)C(Cl)=C(c1ccc(OC)cc1)c1ccc(OC)cc1,CHEBI_35610
O=C(N[C@@H](CCC(=O)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC=1C=2C(NC1)=CC=CC2)C(C)C,CHEBI_25676
CCC(C)C(O)=O,CHEBI_77746
O=C(NCC(O)=O)[C@@H](NC(=O)[C@@H](N)C)CC1=CC=C(O)C=C1,CHEBI_25676
[H][C@]12CCC(=C)[C@@H](Cc3cc(Br)cc(Br)c3O)[C@]1(C)CC[C@@H](Br)[C@]2(C)CCC(Cl)C(C)(C)Br,CHEBI_35610
CCCCCC\C=C/CCCCCCCCC([O-])=O,CHEBI_76924
CCC(=O)O[C@@H]1[C@@H]2[C@@]34CO[C@]2([C@@H](O)[C@H](O)[C@@H]3[C@@]2(C)CC(=O)C(O)=C(C)[C@@H]2C[C@H]4OC1=O)C(=O)OC,CHEBI_76924
[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC[C@H](O)C(C)C,CHEBI_77746
O=C(N[C@@H](C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC1=CC=C(O)C=C1)CC(C)C,CHEBI_25676
O=C(N[C@@H]([C@H](CC)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC(O)=O)C(C)C,CHEBI_16670
O=C(N[C@@H](CCCN=C(N)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC1=CC=CC=C1)CC2=CC=CC=C2,CHEBI_25676
[NH3+][C@@H](CCC(=O)OP([O-])([O-])=O)C([O-])=O,CHEBI_77746
C(CCCCCCCCCC)CC\C=C\[C@@H](O)[C@@H](NC(CCCCCCCCC/C=C\CCCCCCCC)=O)COP(=O)([O-])OCC[N+](C)(C)C,CHEBI_75771
OCCCCC\C=C/C[C@@H](O)\C=C\C=C\C=C/[C@@H](O)CCCC(O)=O,CHEBI_77746
S(CC[C@H](N)C(=O)NCC(=O)N[C@@H](CO)C(O)=O)C,CHEBI_16670
O[C@@H]([C@H](N)C(=O)N[C@H](C(=O)N[C@@H](CCC(O)=O)C(O)=O)CC(O)=O)C,CHEBI_25676
OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,CHEBI_77746
CCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)\C=C\CCCCCCCCCCCCC,CHEBI_75771
Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,CHEBI_25212
[C@@]12([C@@]([C@@]3([C@@](CC(=O)CC3)(CC1)[H])C)(CC[C@]4(C)[C@H](CC[C@@]24[H])O)[H])[H],CHEBI_75771
O=C(NCC(=O)NCC(O)=O)[C@@H](N)C(C)C,CHEBI_16670
CO[C@H](CCc1ccc(O)c(OC)c1)CC(=O)CCc1ccccc1,CHEBI_35610
[H][C@@]12CC[C@@H]3[C@@H](O)[C@]1(C(=O)C3=C)[C@@]1(O)C[C@]3([H])C(C)(C)CC[C@H](O)[C@@]23CO1,CHEBI_35610
Oc1ccc2c(c1)occ(-c1ccc(O)c(O)c1)c2=O,CHEBI_35610
O=C(N1[C@H](CCC1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC2=CC=CC=C2)CC=3NC=NC3,CHEBI_16670
O=C(N[C@@H](CCC(=O)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC(=O)N)CCCN=C(N)N,CHEBI_16670
[O-]ON=O,CHEBI_77746
[H][C@@](COC(C)=O)(COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O,CHEBI_25212
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(C)=O,CHEBI_75771
[H]C(CCCCCCCC)=C([H])CCCCCCCC(=O)OCC(O)COP(O)(O)=O,CHEBI_77746
COC(=O)C(CC(=O)[C@@H]1OC1(C)C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)[C@H]3CC[C@@]12C,CHEBI_76924
O=C(N[C@@H]([C@H](CC)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCCCN)CCC(O)=O,CHEBI_25676
[C@@H]1(CCC([C@@]2([C@]13[C@H]4[C@@]5([C@@]([C@H]2O)(OC3)O)[C@@H]([C@@](CC4)(C(C5=O)=C)[H])O)[H])(C)C)O,CHEBI_76924
C(=O)(O)C[C@@H]1[C@H](C(CC1)=O)CCCCCOS(O)(=O)=O,CHEBI_76924
COc1ccc2nc3[nH]nc(C)c3c(NCCOCCO)c2c1,CHEBI_35610
CC(C)=CCc1cc2C(=O)[C@H](O)[C@H](Oc2c(CC=C(C)C)c1O)c1ccc(O)cc1,CHEBI_25212
O=C(N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(O)=O)[C@@H](N)C(C)C,CHEBI_25676
NC(CCC(=O)NC(Cc1ccccc1)C(O)=O)C(O)=O,CHEBI_77746
OC1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H](O)[C@H]1O,CHEBI_77746
C[C@@H]1CCC2=C([C@H]1C)C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,CHEBI_76924
[H][C@]12C=C(C)[C@@H](C)[C@@]3([H])[C@H](CC(C)C)NC(=O)[C@@]13C(=O)\C=C\[C@@H](O)C[C@@H](CO)C\C(C)=C\2,CHEBI_35610
S(CC[C@H](NC(=O)[C@@H](N)CS)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)C,CHEBI_25676
CNCCc1ccc(OC)cc1,CHEBI_25212
COc1cc(OC)c2c(c1)oc(cc2=O)-c1ccccc1,CHEBI_76924
[H]C(CC([O-])=O)=CC([O-])=O,CHEBI_77746
OC[C@H](NC(=O)[C@@H](N)CCC(=O)N)C(=O)N[C@@H](C)C(O)=O,CHEBI_16670
OC1=CC(O)=C2C[C@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](OC2=C1)C1=CC(O)=C(O)C(O)=C1,CHEBI_76924
CC(=C)C(Cc1c2OC(C)(C)C=Cc2c(O)c2c1oc1ccc(O)cc1c2=O)OO,CHEBI_25212
[H]OO[H],CHEBI_75771
Oc1ccc2ccccc2c1O,CHEBI_75771
C1(C(=O)[O-])=CC(=C(C(=C1)O)O)O.[Na+],CHEBI_35610
O=C(N[C@@H](CC(C)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC1=CC=CC=C1)CCCN=C(N)N,CHEBI_16670
CCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CCCCCCCCCCCCCCC,CHEBI_75771
C=1C=C(C=C2C(=CNC12)CCNC(=O)C)OC,CHEBI_75771
O=C(N[C@@H](CC(C)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)[C@H](CC)C)CC(C)C,CHEBI_25676
Nc1cc[nH]c(=O)n1,CHEBI_75771
CCCCCCCCCCCCCCCC(=O)O[C@H](COCCCCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,CHEBI_75771
COc1cc(O)c2c(c1)oc(-c1ccc(O)cc1)c(O)c2=O,CHEBI_76924
C[C@@H](CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEBI_75771
CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCC(O)=O,CHEBI_75771
CCCCC\C=C/C\C=C/CCCCCC(=O)O[C@@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)COC(=O)CCCCC\C=C/C\C=C/C\C=C/CC,CHEBI_35610
SC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)N)CC(C)C)C(O)=O,CHEBI_16670
O=C(N[C@@H](C)C(=O)NCC(O)=O)[C@@H](N)CCC(O)=O,CHEBI_25676
O[C@H](COC([*])=O)COP([O-])([O-])=O,CHEBI_77746
O[C@@H]([C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(O)=O)C,CHEBI_25676
[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1(O)C(C)=O,CHEBI_75771
[H][C@@]12C(=O)C(Cl)=C[C@@]1(C)CCC1=C2C(=O)C=C2C=C[C@H](Cl)[C@@H](Cl)[C@]12CCl,CHEBI_25212
O=C(N[C@@H](CO)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC=1NC=NC1)CC(C)C,CHEBI_16670
Oc1ccc2[nH]cc(CC=O)c2c1,CHEBI_75771
[H][C@]12CC[C@](C)(O)[C@@H](CC3=CC(=O)C=C(OC)C3=O)[C@]1(C)CC[C@@]1([H])[C@]3(C)CCC[C@]21COC3=O,CHEBI_35610
S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@H]1NCCC1)CCCN=C(N)N)C(O)=O)C,CHEBI_16670
CNCC1=CC=C(C=C1)C1=CC2=CC(F)=CC(C(N)=O)=C2O1,CHEBI_35610
O=C(N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(O)=O)C(O)=O)[C@@H](N)CCCCN,CHEBI_16670
CC[C@@H](Br)[C@H](Cl)C\C=C/C[C@@H](Cl)[C@H](O)C\C=C/C#C,CHEBI_25212
O=C(NCC(=O)N[C@@H]([C@H](CC)C)C(O)=O)[C@H]1NCCC1,CHEBI_25676
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@](C)([C@@H]1CC3)C(O)=O,CHEBI_77746
CCCCCC(=O)OCCCC,CHEBI_76924
P(OC[C@@H](COC(CCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCCCCCC)=O)(=O)(OCCN)O,CHEBI_75771
OC[C@H](NC(=O)CNC(=O)CN)C(O)=O,CHEBI_25676
OC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](N)CC(=O)N)CCC(O)=O,CHEBI_16670
[H][C@@]12[C@@H](O)OC[C@]1(O)[C@H](C[C@@H]2C(=C)C=O)OC(=O)\C=C/c1ccc(O)cc1,CHEBI_35610
Oc1ccc(cc1)[C@H]1[C@H]2[C@H]([C@@H](c3c2cc(O)cc3O)c2ccc(O)cc2)c2cc(O)cc(O)c12,CHEBI_76924
O=C(N[C@@H](CC=1NC=NC1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCCCN)CCCCN,CHEBI_16670
COc1ccc(cc1OC)-c1cc(=O)c2c(O)c(OC)c(O)cc2o1,CHEBI_35610
O=C(N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(O)=O)[C@@H](N)CC(C)C,CHEBI_16670
N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O,CHEBI_35610
O=C(N[C@@H](CC1=CC=CC=C1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CO)CC=2NC=NC2,CHEBI_16670
[H][C@]12CC\C(C)=C\C[C@@]3(C)CC[C@H](C(C)=C)[C@]3([H])CC[C@]1(C)O2,CHEBI_25212
NC(=O)c1cccnc1,CHEBI_75771
[C@](COC(=O)*)(OC(=O)*)([H])COP(OCCN)(=O)O,CHEBI_75771
CCCCC[C@H](O)\C=C\[C@H]1[C@@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,CHEBI_77746
Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1,CHEBI_77746
C1(=C(C=CC(=C1)C=C)C)C,CHEBI_76924
CCCCCC\C=C\CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C\CCCCCC,CHEBI_75771
CCCCCCCC\C=C/CCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,CHEBI_77746
O=C(N[C@@H](C)C(O)=O)[C@@H](NC(=O)[C@@H](N)C)CCC(O)=O,CHEBI_25676
[O-]C(=O)c1ccccc1NC=O,CHEBI_77746
O=C(N[C@@H](CCCN=C(N)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)CO)CCC(O)=O,CHEBI_16670
O=C(N[C@@H](CCCCN)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCCN=C(N)N)CC(=O)N,CHEBI_16670
S(CC[C@H](N)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CCC(=O)N)C(O)=O)C,CHEBI_16670
CC1(C)[C@@H](O)C(=O)c2c1[nH]c1ccccc21,CHEBI_25212
Nc1nc2NCC(=Nc2c(=O)[nH]1)[C@H](O)[C@H](O)COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O,CHEBI_77746
COc1c(CC=C(C)C)c(O)c(C(CC(C)C)c2c(O)c(CC=C(C)C)c(O)c(C(C)=O)c2O)c(O)c1C(C)=O,CHEBI_76924
OC(=O)C([O-])=O,CHEBI_77746
C12=CC=CC=C1NC(=C2)C(=O)N[C@@H](CC=3C=CC=C(C3)F)C(N[C@H](C(=O)[H])C[C@H]4C(NCC4)=O)=O,CHEBI_25676
O[C@H]1Cc2c(O)cc(O)c([C@@H]3[C@@H](O)[C@H](Oc4cc(O)cc(O)c34)c3ccc(O)c(O)c3)c2O[C@@H]1c1cc(O)c(O)c(O)c1,CHEBI_25212
O=C(N[C@@H](CCCN=C(N)N)C(O)=O)[C@@H](NC(=O)CN)CO,CHEBI_25676
[H][C@@]12C[C@@]3([H])C(C)=CC(=O)[C@@H](O)[C@]3(C)[C@@]3([H])[C@]4(O)OC[C@@]13[C@@](O)([C@@H](O)C(=O)O2)C(=C)[C@H]4O,CHEBI_35610
O=C(N[C@@H](CC=1NC=NC1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC(=O)N)CCC(O)=O,CHEBI_16670
OOC1CCOP(=O)(N1)N(CCCl)CCCl,CHEBI_25212
[H]C(=O)Cc1ccc(O)cc1,CHEBI_75771
C[C@@H]1C[C@H]2O[C@@H]2\C=C/C=C/C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,CHEBI_25212
CCC(C)C\C=C\C(C)C,CHEBI_77746
CC(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(C)=C\C(O)=O,CHEBI_35610
O=C(N[C@@H](CC=1C=2C(NC1)=CC=CC2)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC(=O)N)C,CHEBI_25676
[H][C@@]12CC[C@@]3([H])[C@]4([H])CCC(=O)[C@@]4(C)CC[C@]3([H])[C@@]1(C)CC[C@@H](O)C2,CHEBI_75771
C=[N+]=[N-],CHEBI_35610
[H][C@]12C[C@@H](OC(=O)C(C)CC)C=C3[C@@H](O[C@H](OC(C)=O)[C@]13[C@H](O)C[C@H](C)[C@]2(C)C[C@H](O)C(=C)C=C)OC(C)=O,CHEBI_35610
S(CC[C@H](N)C(=O)N[C@H](C(=O)N[C@@H](CC=1C=2C(NC1)=CC=CC2)C(O)=O)C)C,CHEBI_25676
[H][C@]12OC(=O)C(=C)[C@]([H])([C@@H]1OC(=O)CC(C)(C)O)[C@H](OC(=O)C(\C)=C/C)[C@]1(C)C(=O)C=C[C@@]1([H])[C@@H]2C,CHEBI_25212
COc1ccc2CC[C@H](Oc2c1OC)c1cc(OC)c(OC)c(OC)c1O,CHEBI_35610
OCC\C=C/C[C@@H]1[C@@H](CC(O)=O)CCC1=O,CHEBI_76924
